#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/ptm/PTM_collapsed_log2_norm_imp_18517.txt#:type=:list
#PTM collapse key	X5Z_0_5h_Rep1	X5Z_0_5h_Rep2	X5Z_0_5h_Rep3	X5Z_0_5h_Rep4	X5Z_2h_Rep1	X5Z_2h_Rep2	X5Z_2h_Rep3	X5Z_2h_Rep4	X5Z_8h_Rep1	X5Z_8h_Rep2	X5Z_8h_Rep3	X5Z_8h_Rep4	XCONTROL_0h_Rep1	XCONTROL_0h_Rep2	XCONTROL_0h_Rep3	XCONTROL_0h_Rep4	XCTRL_0h_Rep1_2	XCTRL_0h_Rep2_2	XCTRL_0h_Rep3_2	XCTRL_0h_Rep4_2	XDMSO_0_5h_Rep1	XDMSO_0_5h_Rep1_2	XDMSO_0_5h_Rep2	XDMSO_0_5h_Rep2_2	XDMSO_0_5h_Rep3	XDMSO_0_5h_Rep3_2	XDMSO_0_5h_Rep4	XDMSO_2h_Rep1	XDMSO_2h_Rep1_2	XDMSO_2h_Rep2	XDMSO_2h_Rep2_2	XDMSO_2h_Rep3	XDMSO_2h_Rep3_2	XDMSO_2h_Rep4	XDMSO_8h_Rep1	XDMSO_8h_Rep1_2	XDMSO_8h_Rep2	XDMSO_8h_Rep2_2	XDMSO_8h_Rep3	XDMSO_8h_Rep3_2	XDMSO_8h_Rep4	XPD_0_5h_Rep1	XPD_0_5h_Rep2	XPD_0_5h_Rep3	XPD_0_5h_Rep4	XPD_2h_Rep1	XPD_2h_Rep2	XPD_2h_Rep3	XPD_2h_Rep4	XPD_8h_Rep1	XPD_8h_Rep2	XPD_8h_Rep3	XPD_8h_Rep4	XPI_0_5h_Rep1	XPI_0_5h_Rep2	XPI_0_5h_Rep3	XPI_0_5h_Rep4	XPI_2h_Rep1	XPI_2h_Rep2	XPI_2h_Rep3	XPI_2h_Rep4	XPI_8h_Rep1	XPI_8h_Rep2	XPI_8h_Rep3	XPI_8h_Rep4	XPI5Z_0_5h_Rep1	XPI5Z_0_5h_Rep2	XPI5Z_0_5h_Rep3	XPI5Z_0_5h_Rep4	XPI5Z_2h_Rep1	XPI5Z_2h_Rep2	XPI5Z_2h_Rep3	XPI5Z_2h_Rep4	XPI5Z_8h_Rep1	XPI5Z_8h_Rep2	XPI5Z_8h_Rep3	XPI5Z_8h_Rep4	XPIPD_0_5h_Rep1	XPIPD_0_5h_Rep2	XPIPD_0_5h_Rep3	XPIPD_0_5h_Rep4	XPIPD_2h_Rep1	XPIPD_2h_Rep2	XPIPD_2h_Rep3	XPIPD_2h_Rep4	XPIPD_8h_Rep1	XPIPD_8h_Rep2	XPIPD_8h_Rep3	XPIPD_8h_Rep4
ARHGAP23_S611_M1	15.19963481	14.65117259	14.79572804	14.87710038	14.62518375	14.82344306	14.69058209	14.72525683	15.25425694	15.55901812	14.61733567	14.93808798	11.07848407	11.21312258	11.44748224	11.38071054	14.96383351	14.38111493	14.95040847	14.86290761	14.52552171	14.45596094	14.58443952	14.31229672	14.93678158	14.93178066	14.56921136	11.28531777	11.40362415	11.62023539	11.44463536	11.61468882	11.24936721	11.44557464	11.55251624	11.41878176	11.42793322	11.35490924	11.08651666	11.17685683	11.45298624	14.86990529	14.8218586	14.77204162	14.74663362	15.33952989	15.07155614	14.76318602	14.77703859	15.68110846	15.0109764	15.27599048	14.89946498	15.30196901	15.21354391	15.08292964	15.25644947	15.2067892	15.20881049	14.8828395	14.85449204	15.12433354	15.37817374	15.25785724	15.34630923	15.17344663	14.79224413	14.94422831	15.09648827	14.9299417	15.26059227	15.15232755	14.98477874	15.9231434	15.64416532	15.55125201	15.83877089	15.76559015	14.9884907	14.97198992	15.09418335	14.63816272	14.73659228	14.69528115	14.66337689	16.24171525	16.04870357	15.21571004	15.72802073
ARHGAP23_S623_M1	16.68652294	16.83184804	16.87600144	16.87912725	16.60756209	16.91600038	16.71858504	16.96160092	16.96018738	17.12330692	16.92974021	17.07528261	16.97698082	16.83218435	16.63381742	16.79761211	16.73031816	16.6876813	16.82292671	16.26404266	16.56661233	17.01467657	16.90344274	17.01723111	16.96878356	16.11459876	16.75934024	16.84991741	17.04358788	17.01451894	16.80624554	16.81208991	16.27069283	17.18488349	16.72246108	16.72156858	17.43723892	17.19187452	16.83446687	16.7894688	17.38210918	16.58331574	16.7064364	16.74823021	16.52277102	16.89320193	16.94356912	16.9448655	16.79187347	17.23789365	16.93974783	17.26767553	17.12662486	17.081061	16.95453245	17.03738184	17.01728232	17.1581788	16.84104641	17.12142585	16.95568963	17.4316907	17.11704468	17.09062685	17.13679791	17.42048191	17.08178666	17.00303849	16.74519482	17.11334387	17.17703895	17.35703003	17.01900554	17.38103352	17.51267095	16.4695424	17.52099706	16.4796246	16.93996281	17.12619256	16.96765668	16.78100252	16.88415209	17.04177219	16.83322778	17.83629622	17.51089288	17.40117806	17.42479932
ARHGAP23_S677_M1	17.42122861	16.47233932	16.54243882	17.15302503	16.35421621	16.85585047	17.05039081	17.12821581	17.35873828	17.20557992	16.72212224	17.2336127	17.93892601	17.68596149	16.80460251	16.89183457	16.45617793	17.03589486	16.78243797	17.0609239	16.88111706	17.3742662	16.43134777	16.50260675	16.50056366	16.14620702	16.51830644	17.38615244	17.06832084	16.74650708	17.16319097	16.5519217	16.25286961	16.90560026	16.76808915	17.24277415	17.1119802	16.57350404	16.40270148	16.42867693	16.53320319	16.49685235	16.47953263	17.14460785	16.85170117	17.38265725	16.92272466	17.04377383	16.91304628	16.49875744	17.0522881	17.36593401	16.97230027	15.91741184	17.10097599	16.85748938	17.30206442	16.04979685	16.85509774	16.87123826	16.84900269	17.8559266	17.10240299	17.08525143	17.22229499	17.56743169	17.0611539	17.06064212	16.93063827	17.19513294	17.21318416	17.22050272	17.19149022	16.92133453	17.11531838	17.43523815	17.36571493	17.28882634	16.76767846	16.8399913	16.65053063	16.83871782	16.91422622	16.78484603	16.57901959	18.42906328	17.83960122	17.22213018	17.74802935
ARHGAP27_S466_M1	14.62276679	15.07639147	14.40777378	15.29462318	15.19814212	14.90979492	14.98813552	15.38999978	14.73496451	14.31943866	13.96923675	14.13539439	14.95795557	14.99251985	14.78039276	14.66717969	14.70290182	14.31076813	15.04109871	14.8481615	15.16749003	15.15300551	14.03857241	15.21661749	14.64630516	14.17222573	14.5882533	15.50903237	12.93024746	14.74815997	15.11278544	14.39378242	14.23721459	14.98246196	15.1203399	15.05467563	15.18224996	14.40061422	13.94469212	13.79732438	14.539478	13.70605591	15.08240244	14.36954173	14.890462	14.53976634	14.8283837	14.03074221	14.84699473	14.81535398	14.08295499	14.00286784	14.93046257	14.89895309	14.81970288	14.50552399	15.14081967	14.90296375	15.03667948	14.47952175	15.19609215	14.0823702	14.12486846	13.64043758	13.82178928	15.30496594	15.09016481	14.98271019	15.36145448	13.94220418	15.46062394	14.8647164	15.43657349	14.21791527	14.6752083	14.32997102	15.05230933	12.66651197	14.68574476	14.54154375	15.12341135	15.07070256	14.70178488	13.44022494	15.32213586	13.55561677	13.24154709	13.71970268	14.26090561
ARHGAP29_S1029_M1	17.12295114	16.97288625	16.93364418	16.89846916	16.93832699	16.57540313	16.89506493	16.83792306	17.04974764	16.89617651	16.64879749	16.37333059	17.20471721	17.33780416	16.66131788	16.50891406	16.68477045	16.61762112	16.65827625	16.51002834	16.94785992	17.23352039	16.56410902	16.68285545	16.93942573	17.3616747	16.52904862	16.97042768	17.29191095	16.12279221	16.86833446	16.97917103	17.46557717	17.48691522	16.76699789	17.24566187	17.2520957	16.51836076	16.27382547	17.08350736	17.40003645	17.1933417	16.86480936	16.78863852	16.7639588	16.89520945	16.79120587	16.73241716	16.75037885	16.79205217	16.58285396	16.47828137	16.21600602	17.30974505	16.82807791	17.00309436	16.96999493	17.38242738	16.85599257	16.8364892	16.83316846	17.46124069	17.03298357	16.92234179	16.35054616	17.64646479	16.98240296	16.96753301	16.95357929	17.02130868	16.9333325	16.84086396	16.74696706	17.04031825	17.25286363	16.76835206	16.95219766	17.61619455	16.85769715	16.8096085	16.65237966	17.25355604	16.48794875	16.73973998	16.90775532	17.69131217	17.16287261	16.80307554	16.92753345
ARHGAP29_S171_M1	13.57931993	13.56309702	13.99128939	13.89932571	13.80143726	13.71952846	14.0046362	13.80195732	13.93826644	13.71208512	13.57798975	13.60946273	12.71322581	13.86492064	13.95883761	13.97214865	14.16737528	13.49226073	14.14404672	13.98174112	14.12543227	14.05046504	13.75712747	13.93728511	13.84894425	13.47295417	14.52059413	13.92521015	12.36866575	14.0428059	14.14767882	14.32565151	13.97632084	14.59076605	13.62447746	13.56450032	13.52576764	13.43642514	13.38348442	13.47797562	14.5207052	12.39449727	13.74123743	13.73506463	13.34626175	12.17939643	13.56754383	13.51436368	14.19038574	13.28157706	12.94240633	13.91589658	13.9014468	13.98638512	13.77800888	13.95337446	14.07345103	13.72269327	13.60420396	13.78404715	13.58574107	12.48250794	13.6218047	14.1588617	13.59838212	14.3728773	13.78471583	13.95664433	14.11702946	12.76172793	13.51827836	13.62771101	14.05340572	13.22938487	13.52809464	13.81558085	14.45902687	13.86146927	13.54825861	13.85203951	13.98548507	14.0868944	13.81051205	13.7614754	13.87083501	12.85825993	13.27987704	13.90864424	13.662781
ARHGAP29_S499_M1	15.93276304	15.51384017	15.26822202	15.80054288	15.32798889	15.63331107	15.35475458	15.64639061	15.54975722	15.4756772	15.26879599	15.64818171	15.60278066	15.9651578	15.36264504	15.6442537	15.49148715	15.0587785	15.63878093	15.78205671	15.90435848	15.7473941	15.14486382	15.1173035	15.11099444	14.83506906	15.31791419	15.69500806	15.01345147	15.51195155	15.76956752	15.52625071	15.23687887	15.4503946	15.59905304	15.18591515	15.35656851	15.08535249	15.16415006	15.24930041	15.07084529	15.65157914	15.85613216	15.79550778	15.38640056	15.68767822	15.72066302	15.5755553	15.81195416	15.62111515	15.27103079	15.68343934	15.66306656	15.73441451	15.63949054	15.431418	15.73765992	15.53769751	15.47373683	15.85767531	15.72008041	15.73534563	15.57097566	15.58422668	15.69795642	15.77777675	15.67722821	15.64826804	15.60144895	15.5620223	15.79723229	15.68100599	15.39363348	15.78204754	15.55621588	15.94200687	15.66079567	15.78717468	15.58684179	15.59302183	15.54352979	15.28052973	15.42417953	15.06848658	15.7660271	15.70089241	15.72469696	15.68020264	15.69178459
ARHGAP29_S519_M1	16.97968087	16.32647371	16.36393585	16.74149178	16.51355772	16.58798736	16.20586295	16.46850904	11.08243399	11.36806213	11.47604394	11.13678143	16.76911598	16.79345956	16.32726126	16.56202852	16.91688618	17.1181792	16.96731958	16.88016596	11.52107641	11.46688037	11.45453713	11.36280504	11.14354483	10.91834807	11.28695921	16.98799417	16.0651351	16.53998635	16.96323744	16.66130382	16.40400096	16.44698559	16.3415964	16.7241401	16.62487887	16.35792064	16.28061489	16.11036876	16.44482473	17.28776501	16.52922495	16.76312157	16.23024224	16.72576053	16.561696	16.52275471	16.39698166	16.91733647	16.20518914	17.02301682	15.97404795	17.03103713	16.66797095	16.19467545	17.33854128	17.04912661	16.91567833	16.78421442	16.87277192	17.22350282	16.84302816	16.84643463	16.63441379	17.14398462	16.54237785	16.17527191	16.57385381	16.63299678	16.66253545	16.71519392	16.60278972	17.17028517	17.1026729	17.07103624	17.00388492	16.21885285	16.25255359	16.26112454	16.25328652	16.80053726	16.41444857	16.76330681	16.66855704	17.34991242	16.88333789	16.61799996	17.01536016
ARHGAP29_S521_M1	16.57145022	16.19076992	16.26716766	16.5386028	15.82565698	16.42463245	15.99741347	16.25559567	17.03250675	16.66956355	16.48084667	16.08796903	11.07848407	11.21312258	11.44748224	11.38071054	15.63990506	15.45958202	16.87573625	16.79901727	16.1725121	16.34756996	16.10146465	15.94200025	15.531089	15.8007534	16.01163486	16.92991893	16.64590969	16.46173767	16.60763105	16.24429341	16.0181876	16.830641	16.47356307	16.43713982	16.36525149	15.99471299	15.60776492	15.63318669	15.97607451	17.01137339	16.49916677	16.5373013	16.29526771	11.19765681	11.41869582	11.38802024	11.42178197	16.9642433	15.96007035	16.16142915	16.04889597	16.23077912	16.95722571	16.93925575	16.87026448	16.45891162	16.63193181	16.20229381	16.59440399	16.95701268	16.19825553	16.23394162	16.70439701	10.68299168	11.18806541	11.29953023	11.22912383	16.47000889	16.57309059	16.54740877	16.73051039	17.10775035	17.10844673	17.00101852	16.89921191	16.36037248	16.30655077	16.30468248	16.33937529	15.95382795	16.01695038	15.99887208	16.14333162	10.87981834	11.39281294	11.38038008	11.16735615
ARHGAP29_S913_M1	13.47842076	13.36987286	14.21108143	14.24900379	12.9531242	12.1907565	13.66385243	12.96920048	13.65678402	13.70394451	14.03244959	13.96278905	15.36380916	15.43314586	14.80337256	15.02667856	14.99561031	14.87456406	15.04291037	13.82043257	14.72149098	14.71090112	14.40524692	13.84577341	14.57074742	13.72561847	14.34408899	15.30329058	14.40326478	14.53092042	14.66582781	14.73533344	14.11429151	14.88043523	14.97039133	14.0011038	14.56809321	13.63427217	14.170745	14.4484064	14.68081551	13.06088115	13.55438399	14.19528342	13.81746129	13.60896528	13.97161506	13.66335924	13.31281032	13.99260468	13.6945477	14.18647504	13.9607456	15.49649985	14.67671862	14.9133186	15.03395331	15.00921112	14.96105697	14.84888875	14.72210406	14.96713301	14.53196739	15.33725185	15.23306009	13.94176226	13.84979388	14.25882967	14.09902683	12.0201557	13.10083846	13.47660452	12.82919029	13.71842339	13.96637872	14.28886242	14.14742846	13.3746481	13.85544824	13.89812876	13.41735541	14.52322605	13.95219478	13.22974774	13.64250354	14.82470108	14.64048796	14.45045034	14.83672768
ARHGAP32_S1203_M1	17.48555312	17.31763879	17.04230735	17.33564126	17.55629688	17.33530705	17.0280824	17.3512783	17.77759658	17.22593151	17.02776283	17.30320429	17.7409922	17.62668991	17.1914102	17.20366513	17.25070097	17.18139487	17.51942778	17.33949452	17.55129314	17.53545343	16.92905116	17.05653217	16.5210936	16.51349106	16.69526255	17.84802408	17.08586431	17.23388617	17.41251067	17.192987	16.56113955	17.19411024	17.35153425	17.35661339	17.27467937	16.80756856	16.31248283	16.74484547	16.72108261	17.49819408	17.40572398	17.3123859	17.39743923	17.83486479	17.36913326	17.09493559	17.61133586	18.04601203	17.21867633	17.3714328	17.42528398	17.63469637	17.59951725	17.10837398	17.40304054	17.4541425	17.3975014	16.95824065	17.50082525	17.60609898	17.21567454	16.88121378	17.00533738	17.80591776	17.59446253	17.39047565	17.32430906	17.5522133	17.45885653	17.09264778	17.38684393	17.53133852	17.47959358	17.23594435	17.30518903	17.65290024	17.27157583	17.11771174	17.23177604	17.5073566	17.25169372	16.9328759	17.40128471	17.29651822	17.02831317	17.13569043	17.33502891
ARHGAP32_S1234_M1	15.60545755	14.4709794	14.49848421	14.1246159	14.60369358	14.53938339	14.59160796	15.08556192	14.85863608	14.72199712	14.08489272	14.99261646	13.62858542	15.35859872	13.20162696	13.49131035	14.06646902	13.85107136	13.82599221	14.3592571	14.41573186	14.56664065	13.93712085	14.2163373	13.94752093	13.21368354	13.74322247	14.2453099	14.51882006	14.18597326	14.38005131	14.04772488	13.78827214	14.38095995	13.69216946	13.08029981	13.95316116	14.13222808	13.88162286	13.95377888	12.75371241	10.99648255	11.4265415	11.40390211	11.4767954	14.28386463	13.96663219	13.39748919	13.54805373	13.90669133	13.8956934	13.9188638	13.47367188	14.37712781	14.08713466	13.6426688	14.11204982	13.96050926	13.91118705	14.1131697	14.0176417	14.37947573	14.37239929	14.19096258	14.33780706	15.03392333	14.74115162	14.67906005	14.61733156	12.77685512	12.89823605	12.96273024	13.01797936	15.15657892	15.21011061	14.4943102	15.01431638	14.58247399	14.70110315	14.73803952	14.7645524	14.46307667	14.22569179	14.14879524	14.16243118	14.33901569	14.12942228	14.16618553	14.16712301
ARHGAP32_S706_M1	16.40142771	15.83375113	16.08280685	16.21496068	16.05638295	16.29447087	16.03462556	16.3933001	16.41288463	16.24501609	16.31010987	16.34045625	16.07979133	16.36623081	16.28169137	16.22860854	15.90149419	14.56349403	16.29460607	15.80237323	16.35675251	16.16681859	16.06999918	15.78689693	15.53688702	15.44577303	15.55958139	16.43009884	16.82481656	16.17097896	16.14676068	15.59965786	15.93082539	16.5419581	16.22847322	16.28754197	16.29634168	16.27744288	16.34833685	16.2833494	16.25588812	15.61567932	16.25118334	16.58159116	15.90473795	16.46912112	16.54193297	16.30181528	16.2515239	16.80591204	16.15962159	16.43256036	16.23854782	16.55030579	16.44189514	16.28123554	16.13856468	16.71997271	16.37029864	16.39349376	16.15861877	16.16932883	16.08913851	16.12373429	16.09683494	16.65366274	16.40109596	16.39571422	16.23437893	16.32992531	16.53884599	16.405741	16.36976689	16.56019508	16.65102431	16.65106453	16.47835519	16.31201626	16.22069477	16.31004771	16.26727271	16.84935323	16.46521093	15.86614782	16.21291435	16.3806866	16.49816748	16.01010654	16.1761106
ARHGAP32_S709_M1	14.47282596	14.42801043	14.55512065	14.78746644	13.95150936	14.59504154	14.3466687	14.80777656	11.08243399	11.36806213	11.47604394	11.13678143	17.58048504	17.22473857	17.49716336	17.59194192	14.8548699	14.18850577	16.32372604	14.50168635	14.54500014	14.47963598	17.32718835	14.27563926	13.99954854	15.50244531	14.32855151	15.88366604	14.35969202	16.7777998	15.0484209	17.14795691	13.54195594	17.64068702	14.29824855	14.06523754	14.23165588	13.97482398	13.80762549	13.93602852	14.08715713	14.68480824	14.80255441	15.17469437	14.81237638	11.19765681	11.41869582	11.38802024	11.42178197	11.15442398	11.49607079	11.26783793	11.32669616	14.94394178	14.67945954	14.51035262	14.7347459	10.89136803	11.1762288	11.50182934	11.12813072	11.08132739	11.36255003	11.34261585	10.97681545	15.04749533	15.06656385	14.78691558	15.3995867	11.11876813	11.22775144	11.53084811	11.17525163	16.49641228	16.56752392	16.61754597	16.73099087	11.17405457	11.56962943	11.35218917	11.39621158	15.43152949	16.83675988	17.34664342	14.28384982	10.87981834	11.39281294	11.38038008	11.16735615
ARHGAP32_S731_M1	11.20294362	11.47672237	11.4692709	11.37003974	11.21282523	11.26026505	11.39250982	11.42691313	16.78806802	16.46380468	16.11861168	16.05886465	16.9241477	16.8179656	16.2998005	16.2806603	11.40237439	11.40006351	11.31208719	11.26993953	11.52107641	11.46688037	11.45453713	11.36280504	11.14354483	10.91834807	11.28695921	16.34843077	16.38722102	16.49231666	16.50048185	16.34226713	16.05772008	16.21136675	11.55251624	11.41878176	11.42793322	11.35490924	11.08651666	11.17685683	11.45298624	10.99648255	11.4265415	11.40390211	11.4767954	11.19765681	11.41869582	11.38802024	11.42178197	11.15442398	11.49607079	11.26783793	11.32669616	10.86639184	11.05830254	11.55320561	11.24168462	16.40462442	16.29778902	17.25997805	16.20560296	11.08132739	11.36255003	11.34261585	10.97681545	16.08737611	16.05284378	16.2614856	16.11706232	16.39249054	16.39691717	16.4169992	16.18023188	10.78556952	11.20589014	11.30758416	11.18662747	15.88200199	16.04897717	16.16719095	16.13800332	16.44221709	16.24916755	16.11421231	16.3601493	10.87981834	11.39281294	11.38038008	11.16735615
ARHGAP32_S856_M1	15.21724877	15.25721682	15.44613045	15.21690887	14.86986518	15.44663735	15.42782848	15.36012589	16.27745064	15.9950193	15.82693364	16.51397813	15.58072685	16.25760667	15.2795571	15.55524253	15.18449032	15.34168299	15.66957292	15.6719423	15.48947787	16.0927958	15.12143489	15.39956605	14.96948401	14.62852644	15.13429666	15.93579989	15.14122214	15.74922479	15.47109283	15.4665622	15.06088112	15.55653722	15.56278121	16.06667864	15.56263752	15.2780879	14.62664872	14.83737712	15.11225901	15.58303851	15.43399005	15.8708061	15.51624968	15.94326029	15.80346908	15.64949419	15.48268318	16.62744112	15.80761176	16.47461654	16.09027043	15.77422392	15.45202147	15.56742174	15.63770068	15.40923335	15.45865758	15.40633788	15.35580572	15.35317899	15.26838591	15.39118901	15.45268719	15.4037078	15.42669267	15.68197962	15.42294993	15.33989267	15.59204283	15.84790392	15.44382035	16.20936305	16.2246077	16.09825105	16.28527456	14.81130637	15.2012685	15.61147234	14.90838544	15.56592351	15.62218056	15.31632498	15.53271204	16.12308775	16.17515932	15.97990261	16.45823254
ARHGAP32_S871_M1	-1.858934619	14.81852642	14.76561293	14.40410073	14.79741479	14.76007788	14.72679454	14.53853678	14.46754471	14.48256953	14.59346286	14.37670341	15.49918059	15.14944894	14.7850702	14.93452974	15.43245288	15.31021251	14.95320042	14.54932003	15.18577384	15.0113202	14.21245396	14.37677851	14.34180675	14.30162783	13.94992333	13.71050768	14.62568325	14.71773548	14.61455807	14.81583563	14.0816088	14.49938755	14.82454929	14.59849894	14.58668151	14.11870909	13.71972631	14.0711765	14.57431724	14.82884093	15.27261056	15.16214619	15.20301801	14.84564423	14.71029392	15.06039444	14.92502672	14.79491921	14.63088911	14.71070888	14.73314214	13.74847716	14.58371787	14.81049031	14.14140957	14.2414213	14.13438332	15.26356852	13.45049879	14.50471056	14.35162922	15.07946457	14.40437519	14.24138394	14.06144888	14.59056654	14.32547272	14.01611452	13.79289619	14.27723392	13.63294984	13.89166497	13.52353916	14.66691809	14.01533114	15.0136651	14.6230757	15.00562354	14.91593415	15.24012354	14.99599406	14.58359283	14.45254829	14.59654436	14.23258926	14.91128532	14.91677985
ARHGAP32_S892_M1	15.5080359	15.14124808	15.22102542	15.30912831	14.59685727	15.19265764	15.08893339	15.45229338	15.48366405	15.47468006	14.85639524	14.80186675	15.16553553	15.16868984	15.18832037	15.36045841	14.25436469	14.42735006	15.31476589	15.26021808	14.71539501	14.50777071	14.77554161	14.14142149	13.95724257	13.96575259	14.41213096	15.47372736	15.61073842	14.60118676	14.99278356	14.54381155	13.88340449	14.92085804	15.11584218	14.79214896	14.88058824	14.52243522	13.11733261	14.43690073	13.7745615	15.21949448	15.22403782	15.22561699	14.84808884	15.18153004	15.45474904	14.97854713	14.94385899	15.66991776	15.02557696	14.71041406	14.70001594	15.57863401	15.38211148	15.19517032	15.22381776	15.97244348	15.45692092	15.03130193	15.30671858	16.01514404	15.30297284	14.52486263	15.18277536	15.56055024	15.38525169	15.1192124	15.28284614	15.40108739	15.39830536	15.31558472	15.34381727	16.27911995	16.01058051	14.90837146	15.22644264	15.27141069	15.22004402	15.34974954	15.079232	15.54688654	14.93505439	14.44354231	15.30126821	16.52363168	15.93202786	14.83181128	15.42665119
ARHGAP32_T1236_M1	16.45495269	16.05956596	15.91569047	16.28361485	15.89829392	16.03421035	16.21492286	16.47243887	16.68311615	16.6256817	16.5246756	16.57335328	14.29466227	16.70223125	16.69635914	16.43942741	16.15937896	16.0909677	16.39968257	15.85509132	11.52107641	11.46688037	11.45453713	11.36280504	11.14354483	10.91834807	11.28695921	16.75356299	16.255735	16.30540558	16.20050314	16.13064981	14.63612765	16.2804255	16.47005989	16.45926787	15.51109905	16.22717202	15.7793716	15.52541116	16.13512222	16.85103093	16.44259354	16.6079588	16.26778188	16.81107453	16.36906813	16.27874513	16.35491118	17.05717481	16.82637787	16.89997831	16.62001038	16.94355475	17.03863065	17.34313583	17.02873316	16.78729021	16.64208443	16.61112571	16.59977395	17.16149418	16.47037788	16.50123384	16.61389679	16.78465054	16.5786595	16.4739364	16.50229672	17.11154838	16.69581513	16.59340177	16.5632451	17.18976225	16.84173727	16.62132606	16.86443872	16.87520165	16.80208597	16.70577347	16.62282143	16.57649655	16.46876885	16.24017346	15.95122072	17.65887119	16.95295412	16.68553547	17.17310487
ARHGAP32_T954_M1	14.35122667	13.89434655	13.278478	13.60152071	14.55818889	13.42234772	13.49350827	14.60275131	14.15563508	13.55925851	13.80136523	13.78798326	14.66782926	13.79308927	14.04334394	13.94117897	13.88708028	13.77775559	14.3921655	14.02751276	13.64729928	13.38186358	13.86287122	13.6218845	13.7011586	14.36541147	13.33206637	14.24049425	11.32922389	14.01666804	14.03156134	13.46465161	14.12446596	14.08599634	14.04843692	13.95096691	14.09715171	13.58890088	12.83736279	13.64186968	13.74874094	13.96475368	14.20506787	14.13139648	13.82171591	13.90573459	14.2872074	13.72432	14.12928951	14.70590975	14.19492253	14.46668142	14.42016542	10.86639184	11.05830254	11.55320561	11.24168462	14.62358657	14.35406593	14.23909086	14.63541592	14.04057675	13.95985477	13.95382227	14.10756702	14.71771803	14.82661865	14.62680482	14.82374021	13.93582983	14.2270837	14.10359383	14.92370713	13.40645122	13.66643184	13.65596433	13.95356037	14.32276649	13.94519801	13.80755858	13.95920918	14.79439991	14.40482758	13.63950811	14.73653632	14.77398219	14.32211536	13.99046091	14.36378719
ARHGAP35_S1070_M1	16.47175588	17.41707098	17.46702153	16.96575339	15.66387971	16.58295562	17.17312614	16.26052609	16.94736111	16.900843	17.00318452	16.81999897	17.02723893	16.79596729	18.07504041	17.68350056	16.85946575	17.013241	17.61583497	16.87281466	17.02305072	17.12358927	17.37861943	17.39189484	16.49629703	17.2535091	17.29157274	17.15278297	17.35477502	17.58735595	17.11062247	17.1199587	16.42705582	15.10980609	17.38275712	14.95196274	16.12853726	16.51074365	16.33138765	16.44424645	16.58749888	15.22827489	16.25305516	16.2849668	16.99960909	16.72268468	16.42731567	16.43018543	16.58894811	-1.06630825	17.25909538	16.18604716	16.76919223	15.92059764	15.52345122	17.70513779	16.23989106	14.0339181	15.60456626	17.5796141	15.69245257	16.4774894	16.88522077	16.79326254	15.94378528	15.05641177	15.86560423	16.74701485	16.57423648	15.49064509	15.28351904	16.58317817	15.06408581	15.07573264	15.29255042	16.41727956	15.4764229	16.44818742	16.40214137	16.29533766	16.4013885	15.30620928	16.68416123	16.32653933	15.58452075	17.08889269	16.5772954	16.81316166	17.02404837
ARHGAP35_S1106_M1	15.92605333	15.5069926	15.60597538	15.78352063	15.95506263	15.666527	15.84153777	15.72751401	11.08243399	11.36806213	11.47604394	11.13678143	11.07848407	11.21312258	11.44748224	11.38071054	15.75271979	16.06895611	15.95841783	13.35945722	15.5444094	15.45204279	15.11757203	15.47059234	15.48179223	15.14458879	15.36590449	16.17374247	15.56265782	15.79049994	15.89831594	15.94630118	15.48021271	16.12047945	15.96003912	15.78070966	14.86588216	15.82181993	15.65876843	15.87915008	15.55837294	14.20699182	15.59526858	15.91656507	15.47768022	14.90647415	15.87464408	15.84558724	15.72446738	16.38359036	15.6834831	16.06216156	16.49418559	15.44963525	15.52895607	15.49446031	15.52752089	15.37375944	15.08229341	14.89257437	15.34601649	14.39606385	15.25214134	16.23925639	15.54347442	16.20378599	15.90091576	15.94332992	15.76829343	15.93561403	15.46276522	15.42458026	15.38682141	10.78556952	11.20589014	11.30758416	11.18662747	14.31813969	15.6132907	15.39321308	15.97051706	16.07703359	15.84789981	15.77659153	15.83078664	10.87981834	11.39281294	11.38038008	11.16735615
ARHGAP35_S1134_M1	16.61808481	16.29343653	16.10500784	16.69720578	16.3213558	13.8974822	16.52176941	16.26644792	15.52984555	16.04115073	16.3992628	16.35599248	16.26368686	16.63126778	16.2948898	16.03121265	16.2456765	16.58272944	15.82225683	16.07897055	15.99884719	16.5594479	16.04468244	12.51985566	16.02780523	16.43949982	16.36345039	15.2078611	15.46969814	16.20320208	15.95614454	15.92122874	16.39237906	15.61107262	16.00486914	16.01492322	15.80349912	16.56725893	18.06794641	17.24453987	16.5710833	15.86016501	16.00113699	16.047492	16.11402605	15.90425447	15.97193889	15.8506656	16.10748151	14.52677169	16.20986703	16.95703337	16.42762616	14.66258539	16.55286775	17.61333204	16.03172609	15.12509847	15.50185273	16.26013603	16.20139154	16.44151241	15.88228707	16.33892003	16.1893765	15.17894083	15.73786191	16.11739445	15.88812232	15.41739227	16.01825001	17.61879513	16.62639647	14.73789644	16.07019121	16.20404923	16.56753212	16.30964625	16.0354694	15.93966432	16.51971505	16.15138344	16.09019156	16.24252246	15.99944887	14.8385157	15.799056	15.02979574	14.77738879
